"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
808675,174444,"train",7,1,"22","18"
524848,174191,"train",31,2,"11","30"
218379,174452,"train",7,2,"15","30"
562581,174574,"train",5,0,"12","15"
711581,174583,"train",9,1,"16","30"
992289,174595,"train",5,0,"15","18"
405093,174614,"train",13,6,"20","6"
436288,174616,"train",9,2,"11","21"
354744,174620,"train",53,3,"10","7"
446516,174473,"train",6,0,"10","8"
356433,174485,"train",9,1,"12","25"
523630,174496,"train",8,6,"14","30"
708846,174502,"train",11,1,"14","30"
429682,174508,"train",6,0,"12","15"
218536,174204,"train",38,3,"10","30"
864327,174692,"train",27,4,"10","6"
617872,174527,"train",10,0,"10","6"
872151,174695,"train",12,4,"10","30"
606333,174719,"train",18,0,"15","12"
282110,174647,"train",49,5,"16","9"
925348,174650,"train",5,1,"17","30"
379859,174661,"train",12,6,"12","9"
37107,174561,"train",7,5,"14","30"
129795,174562,"train",5,1,"17","20"
102142,174722,"train",27,5,"17","5"
295679,174666,"train",21,1,"10","11"
428480,174731,"train",4,4,"11","24"
92187,174677,"train",7,2,"13","14"
327119,174569,"train",15,1,"16","16"
312824,174571,"train",4,0,"09","30"
760894,174572,"train",5,0,"15","30"
946153,174735,"train",14,5,"13","30"
328367,174678,"train",26,6,"09","14"
758782,174737,"train",17,1,"11","7"
982359,174746,"train",5,0,"16","11"
8210,174684,"train",22,4,"16","24"
177635,174923,"train",100,1,"10","2"
370481,174928,"train",9,4,"08","30"
584855,174843,"train",6,1,"16","30"
505874,174774,"train",8,4,"10","10"
123857,174940,"train",4,1,"08","30"
485519,174946,"train",18,4,"07","7"
434008,174778,"train",30,0,"10","6"
619954,174955,"train",4,3,"09","30"
773576,174957,"train",17,0,"17","8"
320760,174871,"train",15,2,"12","4"
475286,174876,"train",51,5,"18","5"
246591,174880,"train",33,4,"00","8"
538864,174792,"train",17,3,"11","30"
8037,174795,"train",24,6,"12","13"
101867,174800,"train",12,5,"21","11"
962528,174904,"train",7,6,"07","30"
371602,174912,"train",5,2,"12","4"
659844,174996,"train",45,1,"22","6"
833804,175029,"train",60,4,"15","7"
185592,174804,"train",5,2,"11","30"
44675,175018,"train",9,6,"23","26"
356190,175148,"train",11,2,"12","5"
938716,175037,"train",9,1,"11","4"
696049,175038,"train",10,4,"13","17"
175351,175149,"train",13,4,"14","11"
764592,175155,"train",17,2,"15","30"
92416,175276,"train",7,2,"15","30"
899507,175278,"train",15,3,"14","30"
671412,175282,"train",5,1,"11","30"
989439,175183,"train",23,2,"11","14"
698142,175073,"train",23,4,"08","21"
509043,175292,"train",44,0,"14","1"
651501,175185,"train",32,0,"15","9"
690637,175295,"train",46,0,"09","7"
262907,175085,"train",16,5,"09","18"
888944,175198,"train",4,1,"19","30"
995968,175094,"train",4,6,"22","30"
595049,175311,"train",9,1,"16","29"
716201,175100,"train",7,3,"20","8"
396753,175103,"train",5,5,"10","30"
928742,175116,"train",10,0,"08","3"
522021,175212,"train",7,5,"09","11"
215909,175217,"train",13,6,"14","30"
533323,175231,"train",5,3,"14","21"
675492,175143,"train",5,4,"22","12"
777349,175342,"train",8,1,"08","7"
916625,175346,"train",6,6,"02","21"
759183,175350,"train",14,2,"07","10"
97961,175353,"train",50,4,"11","1"
897323,175358,"train",19,4,"16","1"
27135,175249,"train",9,4,"15","20"
151946,175487,"train",65,5,"08","1"
352761,175520,"train",4,1,"15","30"
340747,175523,"train",6,5,"19","30"
462071,175406,"train",19,2,"09","15"
404408,175593,"train",12,3,"13","30"
6394,175427,"train",59,0,"17","13"
288148,175597,"train",7,5,"16","8"
577910,175603,"train",71,0,"12","5"
980997,175540,"train",100,3,"14","4"
724620,175543,"train",19,5,"16","2"
628830,175450,"train",11,0,"12","30"
280107,175611,"train",24,6,"19","11"
359852,175615,"train",4,6,"10","30"
108029,175472,"train",18,4,"18","24"
589278,175549,"train",85,5,"17","2"
816276,175629,"train",21,4,"11","10"
706125,175560,"train",57,6,"21","9"
243732,175683,"train",9,4,"18","2"
456845,175566,"train",8,0,"11","30"
121423,175704,"train",11,1,"12","7"
968144,175649,"train",5,6,"18","7"
984844,175790,"train",9,6,"12","30"
891286,175799,"train",7,1,"14","30"
551372,175809,"train",12,5,"14","13"
380261,175656,"train",75,0,"14","2"
744571,175725,"train",29,5,"16","7"
280250,175726,"train",10,1,"09","25"
31087,175657,"train",11,0,"09","22"
926707,175831,"train",17,2,"12","30"
819891,175838,"train",5,2,"18","30"
923616,175731,"train",63,4,"15","2"
725297,175734,"train",42,2,"11","30"
563481,175855,"train",5,6,"16","30"
923918,175860,"train",24,2,"14","13"
101651,175748,"train",7,0,"16","30"
143831,175750,"train",5,2,"16","30"
365660,175864,"train",8,0,"00","26"
657304,175754,"train",10,3,"13","9"
831011,175934,"train",6,6,"14","7"
64447,175880,"train",4,1,"11","14"
598795,175882,"train",4,6,"21","19"
837403,175886,"train",20,0,"18","1"
172945,175888,"train",4,2,"12","30"
998447,175895,"train",4,2,"08","16"
128608,175943,"train",4,4,"18","15"
169912,175949,"train",6,2,"07","30"
858421,175906,"train",6,4,"16","15"
550376,175918,"train",14,3,"11","30"
616927,176044,"train",31,3,"19","17"
496130,176048,"train",6,0,"22","20"
934934,175958,"train",24,6,"19","6"
136673,175965,"train",13,0,"13","30"
568403,175969,"train",14,4,"16","5"
648511,175977,"train",17,4,"11","4"
389466,176060,"train",20,6,"17","1"
288025,176065,"train",12,1,"13","7"
51534,176066,"train",13,6,"08","11"
139446,176171,"train",11,3,"12","17"
919424,176182,"train",7,5,"14","30"
557538,175979,"train",4,5,"14","30"
778346,176081,"train",10,3,"19","4"
488940,176193,"train",4,0,"11","1"
896532,176089,"train",11,5,"00","30"
823448,176099,"train",13,1,"22","29"
431399,176196,"train",5,2,"17","30"
477070,176107,"train",16,5,"11","16"
439054,176114,"train",34,1,"09","6"
509038,176215,"train",6,2,"14","17"
608414,176018,"train",19,2,"10","4"
472680,176125,"train",12,1,"10","5"
293777,176021,"train",17,3,"20","11"
519130,176023,"train",4,6,"18","30"
695846,176225,"train",5,0,"16","11"
150232,176024,"train",5,1,"17","30"
391223,176025,"train",28,0,"17","8"
66951,176034,"train",4,5,"20","6"
649782,176145,"train",38,6,"12","30"
79003,176401,"train",4,2,"09","27"
165292,176254,"train",11,3,"15","6"
205315,176256,"train",6,1,"10","30"
547675,176257,"train",18,5,"08","30"
26326,176405,"train",57,6,"22","6"
46154,176285,"train",11,3,"18","22"
93731,176413,"train",4,2,"14","7"
743994,176419,"train",13,4,"10","30"
637924,176440,"train",6,3,"13","4"
86762,176331,"train",23,0,"13","21"
108508,176459,"train",25,0,"13","7"
131100,176562,"train",16,4,"13","30"
932373,176357,"train",25,3,"11","5"
308829,176476,"train",38,6,"11","30"
169282,176582,"train",19,2,"18","7"
845164,176365,"train",28,6,"09","2"
325102,176487,"train",11,1,"17","24"
906289,176488,"train",4,2,"17","29"
479841,176491,"train",10,6,"00","30"
656168,176598,"train",7,3,"14","6"
395331,176381,"train",5,2,"17","30"
660380,176605,"train",4,4,"13","7"
421260,176391,"train",11,2,"18","19"
658135,176635,"train",40,4,"16","7"
483742,176624,"train",48,5,"06","7"
413747,176850,"train",11,4,"14","30"
813612,176853,"train",5,4,"13","24"
930422,176854,"train",7,5,"14","5"
162819,176647,"train",28,0,"21","0"
794844,176759,"train",11,1,"19","30"
862142,176766,"train",22,1,"12","6"
504209,176768,"train",16,6,"16","16"
643029,176772,"train",8,3,"11","24"
717050,176773,"train",12,0,"17","12"
376546,176869,"train",17,4,"13","7"
631024,176774,"train",6,1,"18","23"
788497,176872,"train",24,3,"15","30"
451085,176663,"train",10,5,"07","30"
753699,176778,"train",42,5,"11","8"
119024,176780,"train",9,1,"14","30"
493043,176670,"train",35,0,"08","6"
589848,176781,"train",50,6,"20","10"
455512,176680,"train",34,4,"20","4"
789585,176681,"train",18,4,"08","3"
508657,176692,"train",5,1,"16","14"
527297,176705,"train",9,6,"11","29"
738579,176905,"train",4,6,"09","30"
463714,176710,"train",19,2,"08","1"
419683,176911,"train",4,1,"09","7"
979615,176811,"train",80,6,"17","3"
716013,176825,"train",17,6,"15","13"
205352,176721,"train",5,5,"11","2"
483671,176732,"train",35,4,"11","8"
337678,176830,"train",4,0,"18","6"
230098,176834,"train",12,0,"16","30"
749422,176840,"train",11,1,"15","0"
379830,176743,"train",18,4,"12","30"
920068,176935,"train",16,5,"12","30"
648234,176847,"train",29,2,"09","8"
198866,176849,"train",7,1,"09","15"
89169,176975,"train",8,0,"16","21"
671826,176956,"train",35,5,"10","7"
854742,176985,"train",5,3,"17","19"
183191,177108,"train",13,1,"09","7"
919292,176957,"train",12,3,"19","11"
677583,177118,"train",8,5,"10","30"
961965,177119,"train",4,6,"09","4"
364262,177138,"train",34,6,"16","9"
224985,177140,"train",5,2,"16","10"
285366,177221,"train",16,6,"12","7"
294787,177222,"train",4,3,"18","4"
225146,177152,"train",14,2,"15","30"
199300,177225,"train",6,4,"15","22"
278683,177036,"train",4,2,"11","12"
72528,177040,"train",4,0,"12","30"
150060,177232,"train",15,1,"17","22"
766352,177163,"train",6,4,"20","11"
804504,177164,"train",7,5,"09","30"
568393,177043,"train",17,2,"15","17"
732957,177243,"train",14,4,"08","7"
795593,177060,"train",5,0,"16","5"
571192,177063,"train",30,2,"14","14"
84402,177065,"train",20,6,"15","8"
376119,177074,"train",11,2,"10","30"
347616,177179,"train",95,3,"11","1"
911788,177196,"train",5,6,"17","30"
290682,177332,"train",8,3,"16","26"
869510,177259,"train",5,3,"16","30"
305737,177336,"train",24,6,"13","30"
167379,177261,"train",16,0,"12","7"
690530,177337,"train",28,0,"14","30"
784940,177464,"train",20,6,"18","24"
464112,177275,"train",6,1,"15","30"
72556,177283,"train",5,2,"21","30"
436331,177470,"train",45,5,"15","2"
331263,177348,"train",6,4,"16","30"
760797,177291,"train",18,1,"22","9"
564913,177479,"train",4,6,"21","7"
97838,177293,"train",7,2,"17","14"
794749,177482,"train",4,0,"11","30"
251368,177365,"train",14,2,"10","30"
698423,177300,"train",7,3,"19","30"
80914,177319,"train",44,5,"12","4"
73612,177503,"train",4,2,"08","30"
711432,177388,"train",39,2,"10","5"
913459,177506,"train",4,3,"11","30"
228140,177510,"train",11,6,"06","7"
326995,177575,"train",12,3,"15","26"
646154,177533,"train",19,0,"14","22"
551272,177534,"train",5,1,"13","12"
863593,177437,"train",8,5,"01","18"
724396,177550,"train",16,1,"15","29"
921096,177619,"train",8,1,"13","14"
333115,177552,"train",42,1,"09","6"
755597,177441,"train",4,1,"00","30"
862302,177442,"train",10,4,"12","4"
17275,177560,"train",22,0,"11","30"
406091,177444,"train",17,0,"18","6"
465324,177451,"train",4,2,"16","27"
887616,177634,"train",4,0,"07","11"
952261,177837,"train",5,2,"11","19"
576233,177845,"train",26,0,"14","14"
949928,177847,"train",12,1,"14","7"
266585,177853,"train",16,1,"14","18"
517268,177854,"train",28,6,"10","30"
918165,177863,"train",21,5,"15","9"
82800,177870,"train",43,6,"14","14"
527390,177714,"train",18,0,"10","7"
17683,177724,"train",30,5,"21","0"
776559,177734,"train",100,0,"12","3"
595444,177738,"train",5,0,"17","26"
149877,177739,"train",20,1,"17","30"
521772,177745,"train",4,5,"10","30"
603758,177746,"train",23,6,"20","30"
840856,177749,"train",16,4,"15","16"
74589,177762,"train",21,3,"15","10"
228278,177644,"train",6,5,"11","30"
449794,177777,"train",70,0,"14","6"
477242,177650,"train",5,3,"10","30"
682701,177657,"train",7,0,"21","2"
688066,177782,"train",24,4,"12","14"
18162,177661,"train",15,0,"16","30"
495813,177892,"train",44,5,"17","4"
829548,177789,"train",10,1,"13","30"
932767,177797,"train",24,1,"22","15"
528469,177893,"train",100,4,"09","1"
333229,177904,"train",14,2,"10","20"
856339,177813,"train",31,4,"14","8"
946580,177918,"train",5,6,"15","5"
631401,177680,"train",22,0,"14","3"
657729,177822,"train",6,5,"13","0"
618804,177826,"train",5,0,"15","30"
653804,177924,"train",4,3,"18","5"
55186,177935,"train",5,3,"22","8"
373050,177692,"train",21,0,"22","5"
972433,177942,"train",42,1,"08","14"
765123,177955,"train",8,0,"14","30"
880349,177701,"train",14,3,"14","5"
646235,177965,"train",12,5,"15","30"
301269,177708,"train",15,0,"14","30"
907297,178170,"train",28,3,"15","2"
169230,178172,"train",9,2,"18","23"
914956,178090,"train",13,2,"16","4"
320564,177972,"train",15,2,"14","30"
692760,177976,"train",15,0,"18","25"
479729,177984,"train",14,4,"08","22"
454129,177986,"train",5,2,"15","30"
563105,178103,"train",5,0,"15","12"
699142,178001,"train",5,2,"18","30"
216829,178013,"train",16,5,"18","30"
704621,178210,"train",6,5,"01","21"
312417,178213,"train",41,2,"12","8"
336016,178128,"train",4,1,"08","9"
339799,178214,"train",5,2,"16","30"
962628,178132,"train",9,5,"11","15"
497272,178134,"train",6,6,"11","9"
234301,178032,"train",6,5,"12","5"
920132,178046,"train",15,2,"19","30"
134083,178232,"train",12,4,"15","11"
669857,178051,"train",12,2,"07","30"
968975,178152,"train",4,2,"07","7"
477600,178153,"train",4,3,"11","30"
584365,178287,"train",35,2,"09","8"
745812,178159,"train",4,2,"17","0"
165318,178162,"train",8,1,"10","30"
246796,178163,"train",26,1,"15","14"
794709,178302,"train",4,6,"19","30"
674605,178429,"train",4,0,"16","30"
270697,178439,"train",10,3,"09","30"
677174,178313,"train",12,3,"12","10"
432618,178278,"train",21,5,"18","5"
477612,178448,"train",9,5,"13","7"
501544,178282,"train",4,3,"14","12"
329469,178470,"train",10,0,"13","30"
626943,178334,"train",13,5,"10","8"
632453,178335,"train",7,2,"08","7"
437489,178344,"train",19,2,"13","21"
798407,178346,"train",8,4,"14","24"
635673,178550,"train",8,2,"17","11"
16726,178551,"train",8,2,"21","30"
584133,178350,"train",5,4,"08","11"
544718,178552,"train",10,0,"15","15"
356599,178364,"train",4,5,"18","5"
33056,178562,"train",8,0,"12","30"
402396,178366,"train",13,3,"13","9"
407027,178566,"train",19,0,"10","30"
682728,178499,"train",4,0,"19","30"
209542,178502,"train",6,6,"18","29"
280636,178503,"train",9,3,"22","30"
168474,178572,"train",5,2,"09","30"
506734,178574,"train",6,5,"15","6"
267915,178510,"train",13,2,"14","15"
103486,178581,"train",28,5,"13","7"
50996,178388,"train",5,2,"09","30"
998360,178594,"train",4,0,"09","30"
898039,178412,"train",26,1,"13","30"
913210,178597,"train",17,6,"18","30"
112911,178598,"train",6,6,"22","20"
70190,178619,"train",5,5,"10","30"
567349,178795,"train",8,2,"10","30"
138819,178796,"train",19,0,"12","28"
542584,178802,"train",55,2,"08","2"
309329,178805,"train",7,6,"11","14"
509269,178809,"train",5,1,"18","15"
928107,178810,"train",20,0,"21","30"
961737,178811,"train",10,1,"15","7"
352089,178706,"train",6,4,"15","30"
386252,178709,"train",7,2,"14","30"
542507,178718,"train",7,2,"14","11"
575744,178732,"train",6,2,"13","19"
1721,178733,"train",52,5,"13","3"
900221,178638,"train",18,6,"09","17"
439122,178654,"train",8,2,"16","28"
671511,178655,"train",13,0,"13","30"
44615,178746,"train",12,2,"07","27"
640792,178848,"train",10,0,"14","30"
852654,178755,"train",4,6,"07","27"
530913,178759,"train",10,6,"08","20"
847505,178663,"train",4,6,"14","30"
778175,178666,"train",11,2,"10","29"
285260,178667,"train",7,3,"15","30"
127470,178879,"train",9,2,"09","30"
770387,178880,"train",5,0,"10","27"
925006,178885,"train",66,2,"06","6"
121349,178779,"train",6,3,"21","16"
26038,179143,"train",4,5,"11","30"
50293,179013,"train",7,0,"11","30"
930544,179032,"train",14,2,"12","30"
566580,179036,"train",11,0,"18","28"
70642,179038,"train",14,6,"09","25"
835539,179043,"train",21,5,"10","14"
805993,179157,"train",4,4,"17","30"
163876,179163,"train",53,6,"14","30"
449650,179173,"train",17,2,"09","30"
344197,179174,"train",6,1,"12","14"
20162,179175,"train",6,6,"01","11"
870958,179050,"train",9,4,"09","2"
916313,178949,"train",5,2,"10","10"
294707,179189,"train",100,3,"21","0"
20951,178968,"train",4,1,"13","30"
107276,179193,"train",33,6,"13","23"
829224,179208,"train",5,2,"11","24"
530635,179076,"train",5,0,"14","14"
4067,179095,"train",15,3,"17","30"
545702,179099,"train",5,1,"19","20"
225404,179223,"train",19,1,"05","22"
706808,179232,"train",38,1,"16","9"
441361,179237,"train",5,2,"11","30"
979598,179238,"train",6,1,"10","8"
569634,179106,"train",14,0,"20","30"
552468,179109,"train",25,1,"07","16"
70827,179110,"train",16,0,"14","8"
916802,178986,"train",12,6,"17","13"
215870,179129,"train",7,1,"07","30"
373743,179134,"train",53,1,"15","5"
85879,178996,"train",5,2,"21","23"
893836,179135,"train",33,1,"20","30"
985428,179368,"train",44,4,"16","2"
352835,179296,"train",15,0,"08","15"
844708,179507,"train",9,5,"12","14"
818079,179510,"train",6,2,"12","6"
343971,179406,"train",6,3,"16","30"
643946,179408,"train",4,1,"16","0"
246104,179409,"train",5,0,"15","10"
212929,179524,"train",6,2,"10","30"
616376,179311,"train",14,0,"17","20"
621888,179336,"train",5,2,"10","30"
876443,179341,"train",8,0,"08","13"
136139,179427,"train",9,3,"16","20"
63477,179434,"train",4,2,"19","30"
317097,179540,"train",31,3,"17","12"
839886,179442,"train",9,5,"15","18"
569895,179548,"train",97,6,"11","1"
253120,179565,"train",23,3,"19","24"
954162,179475,"train",23,1,"13","30"
152805,179477,"train",20,6,"08","19"
49041,179361,"train",7,2,"16","30"
593684,179568,"train",6,6,"19","30"
678615,179575,"train",11,5,"09","4"
819261,179718,"train",14,1,"14","30"
400901,179724,"train",6,1,"08","30"
222521,179732,"train",100,0,"11","2"
168601,179586,"train",8,2,"18","30"
476950,179733,"train",17,0,"14","30"
869017,179588,"train",12,3,"12","30"
946681,179589,"train",14,6,"14","4"
767395,179740,"train",7,1,"11","7"
618647,179597,"train",9,1,"18","30"
597539,179824,"train",51,5,"14","6"
427667,179745,"train",12,0,"12","27"
938974,179832,"train",50,4,"13","4"
777021,179762,"train",86,0,"08","5"
249048,179664,"train",11,4,"14","13"
158030,179666,"train",27,4,"08","15"
158241,179845,"train",51,4,"13","8"
690200,179678,"train",46,5,"12","3"
605832,179679,"train",27,3,"17","16"
385361,179784,"train",6,3,"13","2"
695459,179851,"train",4,3,"17","17"
639033,179860,"train",21,6,"19","12"
134137,179810,"train",43,4,"10","7"
835652,179865,"train",5,0,"16","25"
549941,179870,"train",10,4,"12","30"
35624,179818,"train",12,4,"17","11"
699763,179819,"train",5,6,"13","30"
572333,179822,"train",4,3,"15","30"
543782,179924,"train",20,4,"15","10"
35563,179935,"train",29,0,"20","5"
211755,179938,"train",5,5,"18","10"
561203,179940,"train",8,4,"14","7"
866820,180040,"train",5,0,"12","30"
377420,180049,"train",6,0,"10","30"
603707,180073,"train",7,5,"17","13"
43555,179908,"train",17,2,"15","14"
804397,179910,"train",6,6,"11","20"
357447,179980,"train",14,6,"18","6"
998495,180090,"train",4,5,"10","30"
242352,179991,"train",4,0,"08","30"
792869,179992,"train",10,1,"14","30"
675383,179994,"train",17,1,"15","22"
423260,180005,"train",7,1,"16","6"
158887,180012,"train",7,4,"09","11"
897059,180016,"train",4,1,"11","14"
46369,180113,"train",9,2,"20","11"
280804,180243,"train",7,3,"19","30"
801644,180247,"train",27,0,"16","6"
838760,180253,"train",7,0,"09","30"
836739,180352,"train",22,2,"21","1"
490062,180356,"train",8,0,"07","7"
247174,180363,"train",5,1,"13","20"
720212,180271,"train",13,5,"14","16"
994097,180185,"train",18,2,"08","15"
52084,180287,"train",5,3,"09","30"
737961,180394,"train",5,0,"21","30"
692962,180202,"train",15,1,"19","29"
158452,180305,"train",23,5,"14","15"
20253,180306,"train",9,0,"16","30"
366719,180206,"train",36,5,"16","21"
413639,180426,"train",14,1,"15","5"
122171,180427,"train",4,5,"13","30"
137434,180429,"train",4,0,"14","7"
286150,180320,"train",10,6,"14","30"
262634,180322,"train",14,5,"14","30"
910437,180331,"train",5,3,"17","16"
33963,180434,"train",54,6,"09","7"
592159,180436,"train",10,0,"13","3"
983315,180438,"train",5,0,"12","30"
29102,180339,"train",13,1,"19","30"
181143,180449,"train",7,1,"20","30"
550634,180472,"train",36,0,"10","6"
438936,180590,"train",4,6,"15","8"
470317,180714,"train",8,0,"12","7"
166644,180594,"train",17,0,"22","30"
237086,180491,"train",53,1,"14","6"
134064,180722,"train",6,1,"11","30"
812676,180725,"train",8,1,"17","13"
359525,180612,"train",9,3,"14","29"
886296,180734,"train",22,5,"11","4"
740218,180509,"train",5,6,"12","30"
280497,180511,"train",4,1,"11","30"
106961,180617,"train",5,2,"20","30"
790900,180522,"train",25,4,"09","13"
708815,180739,"train",14,0,"15","30"
315549,180742,"train",19,4,"12","6"
713425,180745,"train",22,0,"13","8"
930760,180524,"train",12,0,"13","8"
776104,180541,"train",13,2,"13","8"
829941,180763,"train",5,5,"20","30"
991465,180645,"train",11,0,"09","25"
755030,180646,"train",6,4,"00","6"
73293,180558,"train",15,0,"17","6"
76470,180560,"train",61,1,"09","5"
316343,180778,"train",39,6,"15","9"
465315,180781,"train",18,4,"09","0"
147009,180654,"train",22,5,"13","11"
743619,180787,"train",56,4,"08","3"
445265,180668,"train",7,6,"15","30"
51450,180797,"train",33,5,"13","8"
248822,180805,"train",8,1,"13","11"
77463,180819,"train",11,6,"11","4"
752478,180837,"train",14,4,"16","5"
372605,180969,"train",5,0,"11","13"
25830,180979,"train",19,0,"12","11"
531625,180860,"train",6,3,"08","7"
466801,180688,"train",10,5,"19","2"
273701,180878,"train",6,0,"21","30"
730668,181002,"train",14,2,"10","28"
966099,180886,"train",28,0,"10","2"
31707,181021,"train",4,1,"09","30"
241309,180896,"train",4,6,"10","14"
959823,180701,"train",4,0,"10","7"
272343,180702,"train",9,5,"12","30"
588123,181026,"train",17,4,"21","5"
317678,181037,"train",8,1,"15","29"
995132,181066,"train",5,1,"19","14"
343721,181039,"train",10,2,"17","2"
802182,181046,"train",15,2,"14","2"
58466,181059,"train",20,6,"15","14"
581747,181179,"train",5,0,"08","0"
11098,181074,"train",4,6,"10","5"
762918,181180,"train",24,4,"13","11"
555093,181182,"train",6,6,"15","30"
463402,180921,"train",26,4,"09","30"
685476,181084,"train",4,0,"15","30"
782200,181199,"train",22,0,"10","18"
201166,181200,"train",13,3,"14","25"
154100,180942,"train",5,4,"11","11"
459000,181207,"train",23,0,"21","21"
262943,181102,"train",7,6,"10","30"
546684,181107,"train",5,1,"11","5"
932773,181115,"train",25,5,"10","2"
899039,181234,"train",4,2,"17","3"
4361,181250,"train",12,1,"17","15"
490973,181332,"train",25,6,"11","28"
851350,181120,"train",20,6,"10","4"
236299,181122,"train",4,0,"14","30"
961111,181252,"train",5,0,"23","30"
27932,181123,"train",35,1,"09","9"
204294,181125,"train",4,3,"13","12"
915541,181262,"train",44,6,"16","12"
224348,181272,"train",6,6,"12","0"
793655,181285,"train",10,6,"23","5"
363363,181144,"train",5,1,"21","19"
686402,181306,"train",4,6,"07","17"
855024,181412,"train",21,3,"15","22"
307492,181156,"train",8,5,"00","30"
162982,181363,"train",7,4,"15","1"
385295,181366,"train",6,1,"14","30"
598191,181416,"train",100,1,"12","4"
822386,181420,"train",19,0,"10","21"
687501,181422,"train",8,6,"10","21"
511033,181371,"train",43,6,"11","29"
673430,181372,"train",4,4,"09","30"
782260,181165,"train",6,1,"20","30"
233853,181431,"train",7,5,"10","22"
659981,181547,"train",41,2,"09","7"
144128,181380,"train",13,1,"20","9"
266715,181548,"train",59,1,"20","3"
567952,181446,"train",4,2,"15","2"
760774,181386,"train",45,5,"16","1"
618956,181387,"train",30,5,"08","4"
377736,181391,"train",9,2,"16","9"
505243,181392,"train",7,3,"14","1"
436818,181398,"train",5,6,"16","7"
756544,181401,"train",15,5,"14","30"
831209,181402,"train",4,4,"11","30"
391792,181476,"train",19,4,"07","18"
362962,181572,"train",18,3,"13","21"
295900,181484,"train",21,0,"17","13"
199820,181494,"train",4,6,"00","30"
544699,181496,"train",8,6,"18","13"
382536,181674,"train",25,1,"08","30"
342298,181573,"train",4,2,"15","13"
793038,181574,"train",23,3,"12","4"
882248,181681,"train",14,0,"15","30"
619369,181578,"train",4,0,"08","7"
765317,181508,"train",11,3,"19","30"
608596,181513,"train",4,5,"11","30"
262365,181515,"train",9,1,"17","0"
696653,181691,"train",30,1,"18","17"
113839,181596,"train",19,3,"09","14"
136741,181693,"train",35,2,"19","2"
652700,181694,"train",19,0,"11","15"
617389,181521,"train",12,6,"14","30"
115227,181523,"train",5,2,"19","9"
346842,181598,"train",4,4,"17","21"
916924,181529,"train",6,2,"15","5"
953734,181703,"train",9,4,"17","2"
203274,181708,"train",10,2,"11","30"
484076,181615,"train",10,0,"14","1"
327183,181621,"train",13,4,"17","15"
417814,181793,"train",29,3,"14","16"
128543,181798,"train",4,5,"10","30"
897277,181801,"train",6,6,"22","30"
494872,181731,"train",29,3,"17","5"
835789,181740,"train",32,3,"19","9"
109573,181819,"train",25,0,"13","30"
82023,181821,"train",8,5,"13","6"
861046,181752,"train",6,6,"16","30"
34029,181768,"train",5,0,"17","22"
527147,181648,"train",6,0,"16","17"
903361,181653,"train",7,4,"14","3"
720074,181657,"train",6,2,"09","30"
602735,181778,"train",23,1,"08","6"
326225,181780,"train",8,0,"08","22"
432944,181660,"train",5,2,"14","30"
443313,181664,"train",13,5,"11","30"
646143,181665,"train",22,6,"08","8"
130540,181785,"train",5,5,"10","30"
914833,181791,"train",43,2,"17","2"
939870,181860,"train",13,6,"15","30"
714752,181923,"train",32,5,"16","15"
846410,182044,"train",4,3,"14","30"
787904,182053,"train",8,5,"12","17"
116244,181868,"train",13,3,"16","2"
209870,181924,"train",27,4,"15","3"
436969,181881,"train",41,0,"21","18"
396721,181886,"train",19,3,"18","6"
882835,182067,"train",41,5,"12","15"
871705,181894,"train",67,3,"13","2"
442989,182075,"train",19,5,"12","6"
677075,182157,"train",4,0,"12","30"
883701,182099,"train",9,5,"19","9"
859666,182102,"train",19,1,"13","14"
543699,182103,"train",38,0,"15","5"
175486,182106,"train",7,0,"08","30"
2889,182107,"train",4,1,"15","8"
687364,182171,"train",8,0,"20","8"
473671,182176,"train",12,6,"12","30"
813348,182178,"train",20,1,"21","9"
629108,182180,"train",8,0,"13","30"
83472,182186,"train",6,3,"08","30"
877287,182125,"train",6,1,"09","18"
585658,182199,"train",25,3,"19","9"
224719,182201,"train",21,5,"18","2"
416078,182141,"train",5,5,"10","30"
919439,182146,"train",10,6,"13","30"
88689,181995,"train",5,5,"22","30"
813197,182287,"train",11,0,"15","9"
67976,182017,"train",83,0,"21","0"
870767,182243,"train",5,2,"13","21"
714353,182302,"train",17,6,"10","6"
645821,182305,"train",16,1,"15","12"
86712,182391,"train",28,5,"11","11"
155452,182261,"train",8,1,"13","30"
160405,182270,"train",13,0,"09","8"
640495,182481,"train",14,1,"18","30"
805962,182405,"train",10,1,"11","7"
618611,182318,"train",14,6,"11","8"
277966,182320,"train",16,6,"17","6"
547057,182325,"train",11,6,"14","30"
131807,182484,"train",47,0,"16","4"
838611,182424,"train",5,1,"08","30"
638239,182524,"train",8,6,"12","30"
95268,182535,"train",22,0,"07","8"
278354,182443,"train",5,5,"19","8"
158559,182550,"train",21,6,"15","21"
817545,182595,"train",83,4,"08","3"
231490,182596,"train",13,5,"12","12"
62057,182604,"train",14,2,"22","0"
924031,182556,"train",4,4,"07","10"
5354,182558,"train",100,3,"08","4"
814711,182566,"train",13,6,"22","16"
203003,182472,"train",6,5,"16","29"
118343,182626,"train",4,0,"13","15"
933206,182721,"train",13,0,"07","30"
281321,182810,"train",23,2,"17","0"
639654,182812,"train",4,5,"13","30"
856974,182643,"train",18,4,"14","11"
837915,182823,"train",22,1,"22","6"
